0.000061000	40200,50200	14	0261d4890df7
0.000083000	50200,40200	9	c6
0.000151000	50200,40200	17	d4090df78fa149c399
0.005606000	40200,50200	14	0261d4890df7
0.000177000	50200,40200	9	c6
0.000389000	50200,40200	17	d4090df78fa149c399
0.006669000	40200,50200	14	0273d489898d
0.000170000	50200,40200	9	c6
0.000409000	50200,40200	17	d409898d8989898929
0.006752000	40200,50200	14	021dd4898b35
0.000148000	50200,40200	9	c6
0.000458000	50200,40200	17	d4098b358989898989
0.006595000	40200,50200	14	0295d48989af
0.000139000	50200,40200	9	c6
0.000362000	50200,40200	17	d40989af8989a3d5e9
0.006704000	40200,50200	14	02a5d48989bf
0.000177000	50200,40200	9	c6
0.000393000	50200,40200	17	d40989bf898997cba9
0.001769000	40200,50200	14	0273d489898d
0.000147000	50200,40200	9	c6
0.000450000	50200,40200	17	d409898d8989898929
0.015482000	40200,50200	14	027dd4898997
0.000154000	50200,40200	9	c6
0.000461000	50200,40200	17	d409899789890b8fd9
0.014314000	40200,50200	14	0261d4890df7
0.000152000	50200,40200	9	c6
0.000138000	50200,40200	17	d4090df78fa149c399
0.015665000	40200,50200	14	01fbd489039b
0.000205000	50200,40200	9	c6
0.000725000	50200,40200	17	d409039b0719ed8989
0.016367000	40200,50200	14	0261d4890df7
0.000149000	50200,40200	9	c6
0.000141000	50200,40200	17	d4090df78fa149c399
0.015314000	40200,50200	14	0261d4890df7
0.000158000	50200,40200	9	c6
0.000448000	50200,40200	17	d4090df78fa149c399
0.015432000	40200,50200	14	0295d48989af
0.000167000	50200,40200	9	c6
0.000423000	50200,40200	17	d40989af8989a3d5e9
0.014763000	40200,50200	14	02a5d48989bf
0.000197000	50200,40200	9	c6
0.000344000	50200,40200	17	d40989bf898997cba9
0.008470000	40200,50200	14	0273d489898d
0.000194000	50200,40200	9	c6
0.000425000	50200,40200	17	d409898d8989898929
0.015599000	40200,50200	14	027dd4898997
0.000159000	50200,40200	9	c6
0.000375000	50200,40200	17	d409899789890b8fd9
0.000197000	40200,50200	14	0261d4890df7
0.000161000	50200,40200	9	c6
0.000157000	50200,40200	17	d4090df78fa149c399
0.015386000	40200,50200	14	0273d4898d89
0.000146000	50200,40200	9	c6
0.000350000	50200,40200	17	d4098d898989898989
0.015755000	40200,50200	14	020fd4898929
0.000167000	50200,40200	9	c6
0.000337000	50200,40200	17	d4098929898f01d1eb
0.010319000	40200,50200	14	021fd4898939
0.000175000	50200,40200	9	c6
0.000361000	50200,40200	17	d4098939898599259f
0.004313000	40200,50200	14	01f3d40d8989
0.000114000	50200,40200	9	c6
0.000289000	50200,40200	30	d40d89898989898989898989898deb25898989898989
0.002161000	40200,50200	14	01fbd489039b
0.000139000	50200,40200	9	c6
0.000726000	50200,40200	17	d409039b0719ed8989
0.022866000	40200,50200	14	028fd48989a9
0.000127000	50200,40200	9	c6
0.000311000	50200,40200	17	d40989a989890bcd89
0.008075000	40200,50200	17	0352428b89890b8fd9
0.000112000	50200,40200	9	c6
0.006492000	40200,50200	14	01ebd0098989
0.000258000	50200,40200	9	c6
0.004825000	40200,50200	14	026dd08b8989
0.000180000	50200,40200	9	c6
0.012293000	40200,50200	14	020bd0298989
0.000168000	50200,40200	9	c6
0.001328000	40200,50200	14	028dd0ab8989
0.000172000	50200,40200	9	c6
0.024141000	40200,50200	18	046152898b898989c799
0.000160000	50200,40200	9	c6
0.000821000	40200,50200	14	0261d4890df7
0.000150000	50200,40200	9	c6
0.000346000	50200,40200	17	d4090df78fa149c399
0.014899000	40200,50200	14	0261d4890df7
0.000174000	50200,40200	9	c6
0.000404000	50200,40200	17	d4090df78fa149c399
0.010861000	40200,50200	14	0295d48989af
0.000180000	50200,40200	9	c6
0.000380000	50200,40200	17	d40989af8989a3d5e9
0.010415000	40200,50200	14	02a5d48989bf
0.000180000	50200,40200	9	c6
0.000374000	50200,40200	17	d40989bf898997cba9
0.011094000	40200,50200	14	0273d489898d
0.000154000	50200,40200	9	c6
0.000382000	50200,40200	17	d409898d8989898929
0.007732000	40200,50200	14	027dd4898997
0.000167000	50200,40200	9	c6
0.000350000	50200,40200	17	d409899789890b8fd9
0.014701000	40200,50200	14	0261d4890df7
0.000212000	50200,40200	9	c6
0.000000000	50200,40200	17	d4090df78fa149c399
0.015089000	40200,50200	14	0273d4898d89
0.000166000	50200,40200	9	c6
0.000138000	50200,40200	17	d4098d898989898989
0.000176000	40200,50200	14	020fd4898929
0.000154000	50200,40200	9	c6
0.000341000	50200,40200	17	d4098929898f01d1eb
0.015430000	40200,50200	14	021fd4898939
0.000166000	50200,40200	9	c6
0.000404000	50200,40200	17	d4098939898599259f
0.015591000	40200,50200	14	01f3d40d8989
0.000178000	50200,40200	9	c6
0.000390000	50200,40200	30	d40d898989c79b8989898989898deb25898989898989
0.012270000	40200,50200	14	028fd48989a9
0.000102000	50200,40200	9	c6
0.000258000	50200,40200	17	d40989a989890bcd89
0.000984000	40200,50200	17	0352428b89890b8fd9
0.000100000	50200,40200	9	c6
0.012002000	40200,50200	14	01ebd0098989
0.000141000	50200,40200	9	c6
0.015378000	40200,50200	14	026dd08b8989
0.000149000	50200,40200	9	c6
0.015411000	40200,50200	14	020bd0298989
0.000172000	50200,40200	9	c6
0.014751000	40200,50200	14	028dd0ab8989
0.000208000	50200,40200	9	c6
0.014711000	40200,50200	18	03fd52898b77777739f9
0.000191000	50200,40200	9	c6
0.024539000	40200,50200	14	0261d4890df7
0.000164000	50200,40200	9	c6
0.000147000	50200,40200	17	d4090df78fa149c399
0.015417000	40200,50200	14	0261d4890df7
0.000167000	50200,40200	9	c6
0.000126000	50200,40200	17	d4090df78fa149c399
0.000291000	40200,50200	14	0295d48989af
0.000159000	50200,40200	9	c6
0.000411000	50200,40200	17	d40989af8989a3d5e9
0.005818000	40200,50200	14	02a5d48989bf
0.000169000	50200,40200	9	c6
0.000346000	50200,40200	17	d40989bf898997cba9
0.016483000	40200,50200	14	0273d489898d
0.000144000	50200,40200	9	c6
0.000345000	50200,40200	17	d409898d8989898929
0.008840000	40200,50200	14	027dd4898997
0.000217000	50200,40200	9	c6
0.000505000	50200,40200	17	d409899789890b8fd9
0.015028000	40200,50200	14	0261d4890df7
0.000228000	50200,40200	9	c6
0.000246000	50200,40200	17	d4090df78fa149c399
0.013783000	40200,50200	14	0273d4898d89
0.000154000	50200,40200	9	c6
0.000156000	50200,40200	17	d4098d898989898989
0.000559000	40200,50200	14	020fd4898929
0.000177000	50200,40200	9	c6
0.000359000	50200,40200	17	d4098929898f01d1eb
0.008290000	40200,50200	14	021fd4898939
0.000149000	50200,40200	9	c6
0.000456000	50200,40200	17	d4098939898599259f
0.015508000	40200,50200	14	01f3d40d8989
0.000281000	50200,40200	9	c6
0.000000000	50200,40200	30	d40d89898989898989898989898deb25898989898989
0.024062000	40200,50200	14	029fd48989b9
0.000134000	50200,40200	9	c6
0.000292000	50200,40200	17	d40989b989890bcd89
0.005282000	40200,50200	17	0352428b89890b8fd9
0.000114000	50200,40200	9	c6
0.015621000	40200,50200	14	01ebd0098989
0.000161000	50200,40200	9	c6
0.011348000	40200,50200	14	026dd08b8989
0.000166000	50200,40200	9	c6
0.007464000	40200,50200	14	020bd0298989
0.000170000	50200,40200	9	c6
0.004658000	40200,50200	14	028dd0ab8989
0.000164000	50200,40200	9	c6
0.003593000	40200,50200	18	03e152098b898989c799
0.000151000	50200,40200	9	c6
0.023762000	40200,50200	14	0261d4890df7
0.000184000	50200,40200	9	c6
0.000369000	50200,40200	17	d4090df78fa149c399
0.009967000	40200,50200	14	0261d4890df7
0.000203000	50200,40200	9	c6
0.000000000	50200,40200	17	d4090df78fa149c399
0.015173000	40200,50200	14	0295d48989af
0.000159000	50200,40200	9	c6
0.000374000	50200,40200	17	d40989af8989a3d5e9
0.009585000	40200,50200	14	02a5d48989bf
0.000234000	50200,40200	9	c6
0.000340000	50200,40200	17	d40989bf898997cba9
0.014908000	40200,50200	14	0273d489898d
0.000175000	50200,40200	9	c6
0.000384000	50200,40200	17	d409898d8989898929
0.010042000	40200,50200	14	027dd4898997
0.000178000	50200,40200	9	c6
0.000386000	50200,40200	17	d409899789890b8fd9
0.015498000	40200,50200	14	0261d4890df7
